Group,Intent,Question,Answer,Language,Tags,Source,Use Logs?
Symptoms,ask_eye_symptoms,Why are my eyes irritated every time I clean with bleach?,Strong cleaning agents release fumes that can trigger allergic eye responses.,en,"eye, itchiness, redness, tearing, swelling, allergy","eye_scoring.docx, Mayo Clinic, WebMD, ACAAI",no
Symptoms,ask_eye_symptoms,Why do I have dark circles and itchy eyes in the morning?,These 'allergic shiners' are caused by congestion and inflammation around the eyes.,en,"eye, itchiness, redness, tearing, swelling, allergy","eye_scoring.docx, Mayo Clinic, WebMD, ACAAI",no
Symptoms,ask_eye_symptoms,Why do my eyes react to moldy areas?,"Mold spores are strong allergens and often cause redness, tearing, and swelling in sensitive eyes.",en,"eye, itchiness, redness, tearing, swelling, allergy","eye_scoring.docx, Mayo Clinic, WebMD, ACAAI",no
Symptoms,ask_eye_symptoms,Why are my eyes red and itchy every morning?,Morning eye irritation can be caused by allergens like dust mites in your bedding. Keeping your bedroom clean and using allergen-proof covers may help reduce symptoms.,en,"eye, redness, itchiness, morning, dust mites",eye_scoring.docx,no
Symptoms,ask_eye_symptoms,What does it mean if my eyes are constantly tearing?,"Constant tearing could be a sign of allergic conjunctivitis. It happens when allergens irritate the surface of your eye, triggering excessive tear production.",en,"eye, tearing, allergic conjunctivitis",eye_scoring.docx,no
Symptoms,ask_eye_symptoms,Why do my eyes itch more during allergy season?,"Seasonal allergens like pollen can irritate your eyes, causing them to itch more during allergy seasons. Avoiding outdoor exposure and using antihistamine eye drops can help.",en,"eye, itchiness, pollen, season",eye_scoring.docx,no
Symptoms,ask_eye_symptoms,Why is my vision blurry when my eyes are watery?,Excessive tearing from allergies can cause your vision to become blurry temporarily. It's usually due to tear film over the cornea disrupting visual clarity.,en,"eye, blurry, tearing, vision",eye_scoring.docx,no
Symptoms,ask_eye_symptoms,Why do my eyes feel dry and red at night?,"Nighttime dryness and redness can be triggered by allergens, prolonged screen use, or dry indoor air. Consider using a humidifier and taking screen breaks.",en,"eye, dryness, night, screen use",eye_scoring.docx,no
Symptoms,ask_eye_symptoms,What causes my eyes to swell and tear after going outside?,"Outdoor allergens like pollen or pollution can cause an allergic reaction, leading to swelling, redness, and tearing. Protective eyewear and avoiding peak pollen hours may help.",en,"eye, swelling, tearing, outdoor, pollen",eye_scoring.docx,no
Symptoms,ask_eye_symptoms,Why do my eyes get irritated when I'm cleaning?,"Cleaning products often contain chemicals that can irritate sensitive eyes, especially if you have allergies. Use natural products and ensure ventilation.",en,"eye, irritation, cleaning, allergy",eye_scoring.docx,no
Symptoms,ask_eye_symptoms,Why do my eyes feel itchy after using my computer for hours?,Extended screen use can lead to eye strain and exacerbate allergy symptoms like dryness and itchiness. Follow the 20-20-20 rule and use lubricating drops if needed.,en,"eye, itchiness, screen use, dryness",eye_scoring.docx,no
Symptoms,ask_eye_symptoms,Can allergic reactions make both of my eyes red and painful?,"Yes, allergic reactions like conjunctivitis can cause redness and discomfort in both eyes. Use anti-allergy eye drops and avoid rubbing your eyes.",en,"eye, redness, conjunctivitis, pain",eye_scoring.docx,no
Symptoms,ask_eye_symptoms,Why do my eyes always water when I'm in a dusty room?,"Dust particles can irritate your eyes, triggering allergic symptoms like tearing and itching. Keeping your environment dust-free and using an air purifier can help.",en,"eye, watery, dust, environment",eye_scoring.docx,no
Treatment & Prevention,ask_treatment,What treatment helps with sneezing?,"For sneezing, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Nasal, treatment, sneezing","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with seasonal allergies?,"For seasonal allergies, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Seasonal, treatment, seasonal allergies","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with sneezing?,"For sneezing, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Nasal, treatment, sneezing","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with watery eyes?,"For watery eyes, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Ocular, treatment, watery eyes","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with wheezing?,"For wheezing, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Respiratory, treatment, wheezing","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with itchy skin?,"For itchy skin, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Skin, treatment, itchy skin","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with sleep-interrupting sneezing?,"For sleep-interrupting sneezing, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Sleep-related, treatment, sleep-interrupting sneezing","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with seasonal allergies?,"For seasonal allergies, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Seasonal, treatment, seasonal allergies","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with cleaning products?,"For cleaning products, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Environmental, treatment, cleaning products","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with sneezing?,"For sneezing, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Nasal, treatment, sneezing","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with watery eyes?,"For watery eyes, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Ocular, treatment, watery eyes","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with shortness of breath?,"For shortness of breath, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Respiratory, treatment, shortness of breath","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with hives?,"For hives, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Skin, treatment, hives","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with itchy throat?,"For itchy throat, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Throat/Mouth, treatment, itchy throat","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with sleep-interrupting sneezing?,"For sleep-interrupting sneezing, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Sleep-related, treatment, sleep-interrupting sneezing","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with seasonal allergies?,"For seasonal allergies, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Seasonal, treatment, seasonal allergies","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with dust?,"For dust, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Environmental, treatment, dust","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with sneezing?,"For sneezing, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Nasal, treatment, sneezing","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with watery eyes?,"For watery eyes, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Ocular, treatment, watery eyes","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with cough?,"For cough, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Respiratory, treatment, cough","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with eczema?,"For eczema, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Skin, treatment, eczema","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with itchy throat?,"For itchy throat, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Throat/Mouth, treatment, itchy throat","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with sleep-interrupting sneezing?,"For sleep-interrupting sneezing, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Sleep-related, treatment, sleep-interrupting sneezing","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with seasonal allergies?,"For seasonal allergies, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Seasonal, treatment, seasonal allergies","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with PM2.5?,"For PM2.5, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Environmental, treatment, PM2.5","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with PM2.5?,"For PM2.5, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Environmental, treatment, PM2.5","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with itchy throat?,"For itchy throat, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Throat/Mouth, treatment, itchy throat","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with cough?,"For cough, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Respiratory, treatment, cough","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with eczema?,"For eczema, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Skin, treatment, eczema","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with dust?,"For dust, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Environmental, treatment, dust","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with sleep-interrupting sneezing?,"For sleep-interrupting sneezing, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Sleep-related, treatment, sleep-interrupting sneezing","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with sneezing?,"For sneezing, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Nasal, treatment, sneezing","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with sleep-interrupting sneezing?,"For sleep-interrupting sneezing, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Sleep-related, treatment, sleep-interrupting sneezing","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with watery eyes?,"For watery eyes, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Ocular, treatment, watery eyes","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with itchy throat?,"For itchy throat, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Throat/Mouth, treatment, itchy throat","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with hives?,"For hives, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Skin, treatment, hives","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with seasonal allergies?,"For seasonal allergies, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Seasonal, treatment, seasonal allergies","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with watery eyes?,"For watery eyes, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Ocular, treatment, watery eyes","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with shortness of breath?,"For shortness of breath, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Respiratory, treatment, shortness of breath","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_treatment,What treatment helps with itchy throat?,"For itchy throat, recommended treatments include antihistamines like cetirizine or nasal sprays like fluticasone. Consult your doctor for severe symptoms.",en,"Throat/Mouth, treatment, itchy throat","Mayo Clinic, MedlinePlus",no
Treatment & Prevention,ask_prevention,How can I prevent shortness of breath from allergies?,"To prevent shortness of breath, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Respiratory, prevention, shortness of breath","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent dust from allergies?,"To prevent dust, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Environmental, prevention, dust","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent sleep-interrupting sneezing from allergies?,"To prevent sleep-interrupting sneezing, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Sleep-related, prevention, sleep-interrupting sneezing","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent seasonal allergies from allergies?,"To prevent seasonal allergies, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Seasonal, prevention, seasonal allergies","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent sleep-interrupting sneezing from allergies?,"To prevent sleep-interrupting sneezing, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Sleep-related, prevention, sleep-interrupting sneezing","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent seasonal allergies from allergies?,"To prevent seasonal allergies, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Seasonal, prevention, seasonal allergies","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent watery eyes from allergies?,"To prevent watery eyes, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Ocular, prevention, watery eyes","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent itchy throat from allergies?,"To prevent itchy throat, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Throat/Mouth, prevention, itchy throat","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent eczema from allergies?,"To prevent eczema, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Skin, prevention, eczema","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent sleep-interrupting sneezing from allergies?,"To prevent sleep-interrupting sneezing, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Sleep-related, prevention, sleep-interrupting sneezing","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent sneezing from allergies?,"To prevent sneezing, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Nasal, prevention, sneezing","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent watery eyes from allergies?,"To prevent watery eyes, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Ocular, prevention, watery eyes","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent itchy throat from allergies?,"To prevent itchy throat, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Throat/Mouth, prevention, itchy throat","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent hives from allergies?,"To prevent hives, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Skin, prevention, hives","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent cough from allergies?,"To prevent cough, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Respiratory, prevention, cough","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent itchy throat from allergies?,"To prevent itchy throat, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Throat/Mouth, prevention, itchy throat","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent sleep-interrupting sneezing from allergies?,"To prevent sleep-interrupting sneezing, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Sleep-related, prevention, sleep-interrupting sneezing","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent shortness of breath from allergies?,"To prevent shortness of breath, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Respiratory, prevention, shortness of breath","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent seasonal allergies from allergies?,"To prevent seasonal allergies, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Seasonal, prevention, seasonal allergies","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent hives from allergies?,"To prevent hives, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Skin, prevention, hives","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent seasonal allergies from allergies?,"To prevent seasonal allergies, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Seasonal, prevention, seasonal allergies","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent itchy throat from allergies?,"To prevent itchy throat, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Throat/Mouth, prevention, itchy throat","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent PM2.5 from allergies?,"To prevent PM2.5, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Environmental, prevention, PM2.5","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent sneezing from allergies?,"To prevent sneezing, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Nasal, prevention, sneezing","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent eczema from allergies?,"To prevent eczema, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Skin, prevention, eczema","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent watery eyes from allergies?,"To prevent watery eyes, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Ocular, prevention, watery eyes","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent wheezing from allergies?,"To prevent wheezing, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Respiratory, prevention, wheezing","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent cough from allergies?,"To prevent cough, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Respiratory, prevention, cough","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent itchy skin from allergies?,"To prevent itchy skin, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Skin, prevention, itchy skin","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent sneezing from allergies?,"To prevent sneezing, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Nasal, prevention, sneezing","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent itchy throat from allergies?,"To prevent itchy throat, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Throat/Mouth, prevention, itchy throat","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent sleep-interrupting sneezing from allergies?,"To prevent sleep-interrupting sneezing, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Sleep-related, prevention, sleep-interrupting sneezing","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent watery eyes from allergies?,"To prevent watery eyes, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Ocular, prevention, watery eyes","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent seasonal allergies from allergies?,"To prevent seasonal allergies, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Seasonal, prevention, seasonal allergies","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent cleaning products from allergies?,"To prevent cleaning products, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Environmental, prevention, cleaning products","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent sneezing from allergies?,"To prevent sneezing, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Nasal, prevention, sneezing","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent sneezing from allergies?,"To prevent sneezing, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Nasal, prevention, sneezing","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent watery eyes from allergies?,"To prevent watery eyes, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Ocular, prevention, watery eyes","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent dust from allergies?,"To prevent dust, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Environmental, prevention, dust","CDC, ACAAI",no
Treatment & Prevention,ask_prevention,How can I prevent PM2.5 from allergies?,"To prevent PM2.5, avoid known triggers like dust or pollen. Use air purifiers, wear masks, and keep windows closed during high allergy seasons.",en,"Environmental, prevention, PM2.5","CDC, ACAAI",no
Medication Information,ask_medication_info,What symptoms does loratadine help treat?,"Loratadine relieves sneezing, runny nose, and itchy eyes caused by allergic rhinitis.",en,"loratadine, antihistamine, non-drowsy",MedlinePlus,no
Medication Information,ask_medication_info,Does loratadine cause drowsiness?,Loratadine is a second-generation antihistamine and is less likely to cause drowsiness compared to older antihistamines.,en,"loratadine, side effect, alertness",Mayo Clinic,no
Medication Information,ask_medication_info,Can loratadine be taken every day?,"Yes, loratadine is safe for daily use for seasonal and chronic allergies, as directed on the label.",en,"loratadine, daily use, dosage",FDA,no
Medication Information,ask_medication_info,Is loratadine safe for children?,"Loratadine is approved for use in children 2 years and older, using the pediatric formulation and dosage.",en,"loratadine, pediatric, safety",FDA,no
Medication Information,ask_medication_info,What is cetirizine used for?,"Cetirizine treats hay fever symptoms such as sneezing, itchy eyes, and runny nose.",en,"cetirizine, antihistamine",Mayo Clinic,no
Medication Information,ask_medication_info,Can cetirizine cause drowsiness?,"Cetirizine may cause mild drowsiness, especially in sensitive individuals or at higher doses.",en,"cetirizine, sedation, side effect",FDA,no
Medication Information,ask_medication_info,How long does cetirizine work?,Cetirizine typically begins working within an hour and provides relief for up to 24 hours.,en,"cetirizine, duration, onset",MedlinePlus,no
Medication Information,ask_medication_info,Is cetirizine safe with other medications?,"Generally, yes, but it's best to consult a pharmacist or doctor before combining with sedatives or alcohol.",en,"cetirizine, drug interaction",FDA,no
Medication Information,ask_medication_info,What does fluticasone nasal spray treat?,"Fluticasone treats nasal congestion, runny nose, and sneezing caused by allergies.",en,"fluticasone, nasal steroid, allergy",FDA,no
Medication Information,ask_medication_info,Is fluticasone a steroid?,"Yes, fluticasone is a corticosteroid that reduces inflammation in the nasal passages.",en,"fluticasone, corticosteroid",Mayo Clinic,no
Medication Information,ask_medication_info,How long does it take fluticasone to work?,It may take a few days of daily use to see full effects of fluticasone.,en,"fluticasone, onset, dosage",MedlinePlus,no
Medication Information,ask_medication_info,Can fluticasone be used long-term?,"Fluticasone can be used long-term under a doctor's guidance, especially for seasonal allergies.",en,"fluticasone, long-term use, safety",FDA,no
Medication Information,ask_medication_info,What symptoms does montelukast treat?,"Montelukast helps prevent wheezing, chest tightness, and nasal symptoms related to allergies and asthma.",en,"montelukast, leukotriene inhibitor, asthma",ACAAI,no
Medication Information,ask_medication_info,Is montelukast taken at night?,"Yes, montelukast is often taken in the evening to help with nighttime symptoms.",en,"montelukast, timing, dosing",MedlinePlus,no
Medication Information,ask_medication_info,Are there side effects of montelukast?,Some users may experience mood changes or trouble sleeping. Discuss with your doctor if concerned.,en,"montelukast, side effects, mental health",FDA,no
Medication Information,ask_medication_info,Is montelukast suitable for children?,"Yes, montelukast is approved for children over 6 months old with proper dosing.",en,"montelukast, children, usage",FDA,no
Medication Information,ask_medication_info,What is azelastine used for?,Azelastine is an antihistamine used as a nasal spray or eye drop for allergy relief.,en,"azelastine, nasal spray, antihistamine",Mayo Clinic,no
Medication Information,ask_medication_info,Does azelastine work quickly?,"Yes, azelastine can begin relieving symptoms within 15 to 30 minutes of use.",en,"azelastine, onset, rapid relief",MedlinePlus,no
Medication Information,ask_medication_info,Can azelastine be used with other allergy medications?,"Yes, it is often combined with oral antihistamines or steroids for additional relief.",en,"azelastine, combination therapy",FDA,no
Medication Information,ask_medication_info,Does azelastine cause drowsiness?,"Some users may experience mild drowsiness, especially with higher nasal spray doses.",en,"azelastine, side effect, alertness",FDA,no
Medication Information,ask_medication_info,What symptoms does fexofenadine treat?,"Fexofenadine treats seasonal allergy symptoms such as sneezing, runny nose, and itchy eyes.",en,"fexofenadine, antihistamine",MedlinePlus,no
Medication Information,ask_medication_info,Does fexofenadine cause drowsiness?,Fexofenadine is non-drowsy and safe for daytime use.,en,"fexofenadine, side effect, alertness",Mayo Clinic,no
Medication Information,ask_medication_info,Can children take fexofenadine?,"Yes, fexofenadine is approved for children 6 years and older. Use the pediatric dose.",en,"fexofenadine, children, safety",FDA,no
Medication Information,ask_medication_info,Can I take fexofenadine every day?,"Yes, fexofenadine is safe for daily use during allergy seasons.",en,"fexofenadine, daily use",FDA,no
Medication Information,ask_medication_info,What are ketotifen eye drops used for?,Ketotifen relieves itchy and red eyes caused by pollen and other allergens.,en,"ketotifen, eye drop, mast cell stabilizer",MedlinePlus,no
Medication Information,ask_medication_info,Can I use ketotifen eye drops long-term?,"Yes, ketotifen can be used long-term during allergy season.",en,"ketotifen, eye allergy, prevention",Mayo Clinic,no
Medication Information,ask_medication_info,Are ketotifen drops safe for children?,Ketotifen eye drops are approved for children 3 years and older.,en,"ketotifen, children, dosage",FDA,no
Medication Information,ask_medication_info,Do ketotifen eye drops have side effects?,Mild burning or stinging may occur briefly after application.,en,"ketotifen, eye irritation",FDA,no
